5	6	10		16.0225	VP	68.03%	LMS	31.97%
5	7	10		11.0636	VP	84.82%	LMS	15.18%
5	8	10		5.5004	VP	95.55%	LMS	4.45%
5	9	10		1.9672	VP	99.49%	LMS	0.51%
6	1	5		6.14	LMS	74.64%	VP	25.36%
6	2	5		6.2651	VP	63.15%	LMS	36.85%
6	3	5		3.6834	VP	91.16%	LMS	8.84%
6	4	5		1.5207	VP	99.4%	LMS	0.6%
6	1	6		7.2165	LMS	86.27%	VP	13.73%
6	2	6		8.7733	LMS	55.98%	VP	44.02%
6	3	6		7.2368	VP	76.11%	LMS	23.89%
6	4	6		3.7689	VP	94.91%	LMS	5.09%
6	5	6		1.5341	VP	99.67%	LMS	0.33%
6	1	7		7.7646	LMS	92.2%	VP	7.8%
6	2	7		10.9196	LMS	70.34%	VP	29.66%
6	3	7		10.7448	VP	58.8%	LMS	41.2%
6	4	7		7.8535	VP	83.68%	LMS	16.32%
6	5	7		3.939	VP	96.49%	LMS	3.51%
6	6	7		1.555	VP	99.78%	LMS	0.22%
6	1	8		8.2242	LMS	95.27%	VP	4.73%
6	2	8		12.6611	LMS	81.23%	VP	18.77%
6	3	8		14.1185	LMS	56.98%	VP	43.02%
6	4	8		12.2515	VP	68.75%	LMS	31.25%
6	5	8		8.323	VP	87.78%	LMS	12.22%
6	6	8		4.0386	VP	97.44%	LMS	2.56%
6	7	8		1.5435	VP	99.84%	LMS	0.16%
6	1	9		8.5797	LMS	97.38%	VP	2.62%
6	2	9		13.7633	LMS	88.43%	VP	11.57%
6	3	9		16.7698	LMS	69.24%	VP	30.76%
6	4	9		16.6191	VP	54.5%	LMS	45.5%
6	5	9		13.3975	VP	75.55%	LMS	24.45%
6	6	9		8.7724	VP	90.93%	LMS	9.07%
6	7	9		4.0626	VP	98.11%	LMS	1.89%
6	8	9		1.5254	VP	99.86%	LMS	0.14%
6	1	10		8.7482	LMS	98.45%	VP	1.55%
6	2	10		14.5885	LMS	92.65%	VP	7.35%
6	3	10		19.1739	LMS	79.01%	VP	20.99%
6	4	10		20.6287	LMS	59.56%	VP	40.44%
6	5	10		18.8062	VP	61.79%	LMS	38.21%
6	6	10		14.5088	VP	80.07%	LMS	19.93%
6	7	10		9.2026	VP	92.51%	LMS	7.49%
6	8	10		4.206	VP	98.51%	LMS	1.49%
6	9	10		1.5572	VP	99.87%	LMS	0.13%
7	1	5		6.6487	LMS	66.54%	VP	33.46%
7	2	5		5.9616	VP	73.7%	LMS	26.3%
7	3	5		3.1862	VP	95.41%	LMS	4.59%
7	4	5		1.3327	VP	99.89%	LMS	0.11%
7	1	6		7.8842	LMS	79.98%	VP	20.02%
7	2	6		8.9212	VP	55.06%	LMS	44.94%
7	3	6		6.7129	VP	84.2%	LMS	15.8%
7	4	6		3.2801	VP	97.42%	LMS	2.58%
7	5	6		1.3675	VP	99.86%	LMS	0.14%
7	1	7		8.9284	LMS	87.56%	VP	12.44%
7	2	7		11.5563	LMS	60.97%	VP	39.03%
7	3	7		10.4106	VP	70.1%	LMS	29.9%
7	4	7		7.0489	VP	89.93%	LMS	10.07%
7	5	7		3.2725	VP	98.37%	LMS	1.63%
7	6	7		1.3492	VP	99.89%	LMS	0.11%
7	1	8		9.558	LMS	93.44%	VP	6.56%
7	2	8		13.7607	LMS	73.33%	VP	26.67%
7	3	8		14.265	VP	55.24%	LMS	44.76%
7	4	8		11.4425	VP	78.79%	LMS	21.21%
7	5	8		7.1768	VP	93.87%	LMS	6.13%
7	6	8		3.2195	VP	99.19%	LMS	0.81%
7	7	8		1.3585	VP	99.98%	LMS	0.02%
7	1	9		9.9727	LMS	95.64%	VP	4.36%
7	2	9		15.4396	LMS	82.5%	VP	17.5%
7	3	9		17.982	LMS	59.11%	VP	40.89%
7	4	9		16.2469	VP	66.1%	LMS	33.9%
7	5	9		12.1378	VP	84.41%	LMS	15.59%
7	6	9		7.5598	VP	95.02%	LMS	4.98%
7	7	9		3.2531	VP	99.42%	LMS	0.58%
7	8	9		1.3415	VP	99.95%	LMS	0.05%
7	1	10		10.3145	LMS	97.82%	VP	2.18%
7	2	10		16.6911	LMS	88.91%	VP	11.09%
7	3	10		20.7929	LMS	70.27%	VP	29.73%
7	4	10		20.9442	VP	51.93%	LMS	48.07%
7	5	10		17.6043	VP	73.58%	LMS	26.42%
7	6	10		12.6332	VP	88.54%	LMS	11.46%
7	7	10		7.6071	VP	96.7%	LMS	3.3%
7	8	10		3.3224	VP	99.56%	LMS	0.44%
7	9	10		1.3365	VP	99.99%	LMS	0.01%
